O27   0.0003089 0.0000368 0.0001462 0.0000283 0.0000024 0.0000023 0.0000258 0.0000158 0.0000743 0.0002694 0.0000462 0.0000310 0.0000018 0.0000007 0.0000037 0.0007616 0.0025648 0.0011016 0.0013435 0.0001535 0.0001376 0.0002510 0.0204941 0.1369804 0.6753835 0.0552508 8.1225026 0.0022894 0.0010264 0.0001010 0.0000274 0.0003836 0.0000026 0.0000013 0.0000004 0.0000002 0.0000013 0.0000011 0.0000011 0.0000003 0.0000002 0.0000014 0.0000011 0.0000012 0.0000002 0.0000001 0.0000009 0.0010004 0.0000294 0.0000240 0.0000008 0.0000011 0.0000013 0.0000080 0.0000085 0.0000214 0.0000050 0.0000003 0.0000003 0.0005523 0.0001686 0.0020339 0.0003363 0.0000205 0.0000251 0.0284041 0.0101324 0.0118594 0.0105293 0.0004794 0.0000022 0.0000061 0.0000392 0.0000004 0.0000002 0.0000001 0.0000003 0.0000005 0.0000001 0.0000001 0.0000002 0.0000002 0.0000001 0.0000000 0.0000001
C28   0.0000112 0.0000114 0.0000615 0.0000112 0.0000075 0.0000273 0.0007180 0.0035795 0.0375660 0.4286932 0.0162027 0.0038054 0.0001633 0.0000348 0.0003334 0.0441753 0.0203946 0.0024222 0.0002977 0.0000487 0.0000055 0.0000481 0.4541920 0.0303153 0.0036186 0.0005593 0.0022894 3.5378651 0.4123435 0.0109724 0.0046731 0.0186406 0.0004459 0.0001470 0.0000245 0.0000063 0.0000623 0.0000214 0.0000083 0.0000018 0.0000005 0.0000054 0.0000141 0.0000028 0.0000006 0.0000001 0.0000007 0.0000521 0.0000014 0.0000010 0.0000020 0.0000025 0.0000418 0.0004496 0.0015798 0.0042685 0.0000231 0.0000062 0.0000063 0.0010301 0.0008229 0.0001676 0.0000041 0.0000016 0.0000041 0.0156998 0.0000731 0.0002154 0.0000371 0.4257429 0.0001961 0.0009867 0.0002618 0.0000265 0.0000006 0.0000030 0.0000011 0.0000200 0.0000001 0.0000002 0.0000003 0.0000030 0.0000001 0.0000001 0.0000001
O29   0.0000033 0.0000026 0.0000168 0.0000033 0.0000019 0.0000074 0.0001799 0.0007265 0.0048875 0.0301077 0.0108512 0.0544420 0.0019738 0.0002937 0.0015094 0.0040780 0.0026455 0.0005458 0.0002302 0.0000112 0.0000047 0.0000209 0.0307886 0.0293012 0.0008671 0.0001666 0.0010264 0.4123435 7.8236462 0.4291928 0.0385392 0.1367704 0.0001276 0.0000447 0.0000101 0.0000030 0.0000199 0.0000078 0.0000031 0.0000008 0.0000003 0.0000056 0.0000034 0.0000010 0.0000002 0.0000001 0.0000005 0.0000158 0.0000009 0.0000011 0.0000010 0.0000011 0.0000075 0.0000908 0.0025277 0.0011175 0.0004427 0.0000703 0.0000501 0.0001889 0.0002184 0.0000568 0.0000015 0.0000012 0.0000182 0.0019978 0.0000384 0.0000616 0.0000202 0.0319828 0.0037662 0.0053937 0.0058099 0.0000129 0.0000005 0.0000014 0.0000012 0.0000085 0.0000001 0.0000004 0.0000003 0.0000008 0.0000001 0.0000000 0.0000001
C30   0.0000004 0.0000005 0.0000017 0.0000008 0.0000003 0.0000009 0.0000296 0.0000752 0.0004048 0.0030836 0.0006567 0.0019797 0.0001567 0.0000556 0.0001736 0.0006245 0.0004274 0.0000943 0.0000119 0.0000016 0.0000003 0.0000031 0.0033385 0.0009163 0.0000778 0.0000166 0.0001010 0.0109724 0.4291928 2.9049640 0.4813244 0.6745615 0.0000184 0.0000056 0.0000009 0.0000004 0.0000025 0.0000011 0.0000006 0.0000002 0.0000001 0.0000041 0.0000007 0.0000003 0.0000001 0.0000000 0.0000001 0.0000013 0.0000002 0.0000002 0.0000002 0.0000002 0.0000011 0.0000121 0.0007198 0.0000600 0.0000423 0.0000761 0.0000060 0.0000390 0.0000467 0.0000061 0.0000002 0.0000001 0.0000009 0.0001510 0.0000033 0.0000179 0.0000019 0.0025742 0.0222034 0.0189442 0.0227244 0.0000015 0.0000001 0.0000003 0.0000002 0.0000010 0.0000000 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001
C31   0.0000002 0.0000001 0.0000007 0.0000003 0.0000001 0.0000003 0.0000075 0.0000289 0.0001578 0.0004554 0.0000840 0.0012463 0.0008277 0.0011943 0.0002795 0.0001085 0.0000946 0.0000274 0.0000038 0.0000006 0.0000002 0.0000011 0.0005598 0.0002151 0.0000197 0.0000366 0.0000274 0.0046731 0.0385392 0.4813244 3.9879382 0.0550651 0.0000081 0.0000027 0.0000006 0.0000002 0.0000011 0.0000005 0.0000003 0.0000001 0.0000000 0.0000012 0.0000002 0.0000002 0.0000000 0.0000000 0.0000001 0.0000006 0.0000001 0.0000001 0.0000001 0.0000001 0.0000003 0.0000025 0.0000694 0.0000187 0.0007369 0.0010380 0.0001471 0.0000059 0.0000106 0.0000012 0.0000001 0.0000001 0.0000015 0.0000764 0.0000126 0.0001098 0.0000026 0.0005841 0.4705507 0.4700815 0.4699596 0.0000004 0.0000001 0.0000001 0.0000001 0.0000005 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000
O32   0.0000010 0.0000010 0.0000066 0.0000028 0.0000010 0.0000022 0.0000382 0.0000957 0.0007760 0.0021457 0.0006562 0.0014011 0.0001786 0.0000809 0.0002170 0.0007871 0.0002705 0.0000577 0.0000248 0.0000022 0.0000008 0.0000045 0.0023808 0.0010364 0.0001100 0.0000328 0.0003836 0.0186406 0.1367704 0.6745615 0.0550651 8.1352768 0.0000244 0.0000081 0.0000023 0.0000011 0.0000062 0.0000034 0.0000054 0.0000042 0.0000013 0.0000690 0.0000019 0.0000028 0.0000004 0.0000002 0.0000012 0.0000032 0.0000008 0.0000006 0.0000004 0.0000005 0.0000020 0.0000148 0.0012433 0.0001031 0.0000683 0.0001451 0.0000094 0.0000245 0.0000287 0.0000074 0.0000007 0.0000004 0.0000022 0.0004705 0.0000067 0.0000257 0.0000034 0.0264719 0.0109650 0.0111453 0.0117763 0.0000047 0.0000003 0.0000007 0.0000007 0.0000110 0.0000003 0.0000007 0.0000004 0.0000006 0.0000001 0.0000001 0.0000002
C33   0.0000019 0.0000181 0.0000251 0.0002885 0.0002334 0.0029173 0.0396171 0.4326018 0.0394839 0.0019777 0.0024494 0.0003739 0.0000141 0.0000081 0.0000357 0.0013718 0.0001455 0.0000180 0.0000122 0.0000017 0.0000005 0.0000012 0.0000429 0.0000064 0.0000013 0.0000002 0.0000026 0.0004459 0.0001276 0.0000184 0.0000081 0.0000244 3.5687656 0.4014306 0.0106453 0.0045835 0.0203672 0.4608876 0.0354607 0.0035090 0.0004626 0.0024600 0.0211776 0.0047235 0.0006038 0.0001992 0.0004770 0.0000008 0.0000005 0.0000005 0.0000460 0.0000341 0.0004384 0.0158509 0.0013829 0.0017201 0.0000011 0.0000008 0.0000014 0.0001510 0.0000053 0.0000024 0.0000001 0.0000002 0.0000002 0.0000136 0.0000001 0.0000001 0.0000001 0.0000649 0.0000012 0.0000014 0.0000006 0.4283774 0.0002759 0.0008842 0.0003872 0.0173259 0.0000734 0.0000340 0.0002083 0.0027564 0.0000083 0.0000627 0.0000096
O34   0.0000017 0.0000052 0.0000438 0.0000443 0.0001032 0.0010209 0.0144473 0.0379880 0.0073558 0.0003357 0.0003996 0.0000798 0.0000056 0.0000016 0.0000581 0.0002801 0.0000324 0.0000030 0.0000035 0.0000006 0.0000002 0.0000012 0.0000180 0.0000030 0.0000006 0.0000001 0.0000013 0.0001470 0.0000447 0.0000056 0.0000027 0.0000081 0.4014306 7.8615212 0.4354553 0.0391933 0.1342562 0.0334150 0.0105425 0.0003837 0.0000458 0.0009288 0.0119905 0.0015394 0.0001335 0.0000280 0.0005447 0.0000006 0.0000008 0.0000010 0.0000167 0.0000557 0.0004988 0.0122699 0.0003032 0.0004506 0.0000006 0.0000008 0.0000009 0.0000273 0.0000024 0.0000010 0.0000001 0.0000001 0.0000002 0.0000044 0.0000001 0.0000001 0.0000002 0.0000272 0.0000006 0.0000007 0.0000006 0.0292067 0.0044088 0.0054723 0.0082807 0.0054877 0.0000099 0.0000218 0.0000168 0.0162415 0.0000093 0.0000060 0.0000039
C35   0.0000002 0.0000005 0.0000033 0.0000046 0.0000068 0.0000662 0.0006249 0.0032511 0.0008687 0.0000557 0.0001429 0.0000447 0.0000032 0.0000009 0.0001034 0.0000327 0.0000044 0.0000005 0.0000008 0.0000001 0.0000001 0.0000003 0.0000025 0.0000006 0.0000001 0.0000000 0.0000004 0.0000245 0.0000101 0.0000009 0.0000006 0.0000023 0.0106453 0.4354553 2.9333902 0.4846825 0.6772056 0.0033043 0.0012431 0.0000469 0.0000133 0.0001059 0.0004059 0.0000869 0.0000161 0.0000034 0.0000199 0.0000001 0.0000002 0.0000001 0.0000014 0.0000024 0.0000250 0.0006718 0.0000424 0.0005240 0.0000006 0.0000003 0.0000003 0.0000036 0.0000005 0.0000002 0.0000000 0.0000000 0.0000001 0.0000007 0.0000000 0.0000001 0.0000001 0.0000038 0.0000002 0.0000002 0.0000001 0.0023148 0.0244393 0.0212660 0.0215863 0.0005158 0.0000022 0.0000291 0.0000034 0.0003416 0.0000006 0.0000009 0.0000004
C36   0.0000001 0.0000002 0.0000008 0.0000013 0.0000019 0.0000096 0.0000817 0.0004516 0.0002426 0.0000153 0.0000206 0.0000043 0.0000006 0.0000002 0.0000193 0.0000120 0.0000014 0.0000002 0.0000004 0.0000001 0.0000000 0.0000002 0.0000008 0.0000003 0.0000000 0.0000000 0.0000002 0.0000063 0.0000030 0.0000004 0.0000002 0.0000011 0.0045835 0.0391933 0.4846825 4.0039868 0.0535068 0.0005473 0.0001330 0.0000084 0.0000027 0.0000287 0.0000720 0.0000162 0.0000033 0.0000015 0.0000531 0.0000000 0.0000001 0.0000001 0.0000003 0.0000013 0.0000052 0.0000856 0.0000188 0.0000563 0.0000001 0.0000001 0.0000002 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000011 0.0000001 0.0000001 0.0000001 0.0005531 0.4680211 0.4681773 0.4713284 0.0002467 0.0000004 0.0000089 0.0000008 0.0000548 0.0000007 0.0000002 0.0000002
O37   0.0000004 0.0000009 0.0000038 0.0000116 0.0000129 0.0000654 0.0011227 0.0020366 0.0007158 0.0001823 0.0017539 0.0004566 0.0000655 0.0000335 0.0016532 0.0000410 0.0000078 0.0000014 0.0000016 0.0000003 0.0000002 0.0000011 0.0000113 0.0000027 0.0000006 0.0000002 0.0000013 0.0000623 0.0000199 0.0000025 0.0000011 0.0000062 0.0203672 0.1342562 0.6772056 0.0535068 8.1060021 0.0020718 0.0028114 0.0001610 0.0000748 0.0001654 0.0008636 0.0002008 0.0000310 0.0000085 0.0000449 0.0000002 0.0000004 0.0000003 0.0000026 0.0000046 0.0000257 0.0005777 0.0006269 0.0036761 0.0000151 0.0000033 0.0000031 0.0000046 0.0000019 0.0000005 0.0000001 0.0000001 0.0000002 0.0000028 0.0000001 0.0000002 0.0000002 0.0000071 0.0000006 0.0000004 0.0000004 0.0290353 0.0114103 0.0115453 0.0104609 0.0003541 0.0000108 0.0001346 0.0000108 0.0005683 0.0000019 0.0000043 0.0000015
C38   0.0000270 0.0000937 0.0002052 0.0010596 0.0037824 0.0232127 0.0063502 0.0192848 0.0064134 0.0002658 0.0002131 0.0000312 0.0000014 0.0000008 0.0000042 0.0004616 0.0000184 0.0000042 0.0000024 0.0000002 0.0000001 0.0000005 0.0000083 0.0000016 0.0000003 0.0000001 0.0000011 0.0000214 0.0000078 0.0000011 0.0000005 0.0000034 0.4608876 0.0334150 0.0033043 0.0005473 0.0020718 3.5365980 0.4060041 0.0110863 0.0040988 0.0185843 0.4528846 0.0328223 0.0038177 0.0005342 0.0022122 0.0000120 0.0000040 0.0000013 0.0001209 0.0004445 0.0060287 0.0035038 0.0001162 0.0001952 0.0000001 0.0000002 0.0000002 0.0000176 0.0000017 0.0000009 0.0000000 0.0000000 0.0000001 0.0000038 0.0000000 0.0000001 0.0000001 0.0000155 0.0000002 0.0000002 0.0000001 0.0159936 0.0001889 0.0000461 0.0001076 0.4188450 0.0003488 0.0003244 0.0006224 0.0157546 0.0000388 0.0002593 0.0000640
O39   0.0000125 0.0000347 0.0000592 0.0004315 0.0011640 0.0051744 0.0008311 0.0052826 0.0011534 0.0000588 0.0000291 0.0000068 0.0000006 0.0000005 0.0000034 0.0001252 0.0000069 0.0000015 0.0000010 0.0000001 0.0000001 0.0000005 0.0000033 0.0000008 0.0000002 0.0000001 0.0000011 0.0000083 0.0000031 0.0000006 0.0000003 0.0000054 0.0354607 0.0105425 0.0012431 0.0001330 0.0028114 0.4060041 7.9013197 0.4308525 0.0341813 0.1364287 0.0340201 0.0187878 0.0013985 0.0001286 0.0019295 0.0000052 0.0000020 0.0000011 0.0000784 0.0000708 0.0008254 0.0009683 0.0000212 0.0000257 0.0000002 0.0000004 0.0000005 0.0000057 0.0000013 0.0000004 0.0000001 0.0000001 0.0000001 0.0000015 0.0000001 0.0000001 0.0000001 0.0000089 0.0000004 0.0000002 0.0000002 0.0051092 0.0001272 0.0000214 0.0000194 0.0314189 0.0041989 0.0060854 0.0046546 0.0021229 0.0000240 0.0000406 0.0000303
C40   0.0000025 0.0000056 0.0000099 0.0000754 0.0001499 0.0005682 0.0000838 0.0006147 0.0001307 0.0000130 0.0000037 0.0000006 0.0000001 0.0000001 0.0000010 0.0000171 0.0000011 0.0000001 0.0000002 0.0000000 0.0000000 0.0000001 0.0000006 0.0000001 0.0000000 0.0000000 0.0000003 0.0000018 0.0000008 0.0000002 0.0000001 0.0000042 0.0035090 0.0003837 0.0000469 0.0000084 0.0001610 0.0110863 0.4308525 2.9342268 0.4874276 0.6783731 0.0036793 0.0015879 0.0000882 0.0000357 0.0000940 0.0000010 0.0000003 0.0000003 0.0000041 0.0000087 0.0000498 0.0001691 0.0000051 0.0000036 0.0000001 0.0000001 0.0000001 0.0000008 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000000 0.0000000 0.0000000 0.0000016 0.0000001 0.0000000 0.0000000 0.0003534 0.0000069 0.0000013 0.0000023 0.0023911 0.0255325 0.0195830 0.0208351 0.0001078 0.0000268 0.0000066 0.0000070
C41   0.0000007 0.0000020 0.0000031 0.0000229 0.0000504 0.0001962 0.0000296 0.0002071 0.0000279 0.0000018 0.0000011 0.0000003 0.0000001 0.0000001 0.0000004 0.0000050 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000002 0.0000005 0.0000003 0.0000001 0.0000000 0.0000013 0.0004626 0.0000458 0.0000133 0.0000027 0.0000748 0.0040988 0.0341813 0.4874276 3.9828444 0.0586531 0.0005131 0.0001506 0.0000441 0.0000495 0.0000284 0.0000003 0.0000002 0.0000001 0.0000014 0.0000014 0.0000084 0.0000486 0.0000010 0.0000009 0.0000000 0.0000000 0.0000000 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000008 0.0000000 0.0000000 0.0000000 0.0000518 0.0000067 0.0000007 0.0000005 0.0004989 0.4657101 0.4756534 0.4679136 0.0000198 0.0000177 0.0000378 0.0000034
O42   0.0000029 0.0000072 0.0000184 0.0000604 0.0001232 0.0005677 0.0001426 0.0004667 0.0003290 0.0000085 0.0000101 0.0000054 0.0000010 0.0000004 0.0000042 0.0000262 0.0000018 0.0000006 0.0000011 0.0000002 0.0000001 0.0000007 0.0000017 0.0000011 0.0000004 0.0000002 0.0000014 0.0000054 0.0000056 0.0000041 0.0000012 0.0000690 0.0024600 0.0009288 0.0001059 0.0000287 0.0001654 0.0185843 0.1364287 0.6783731 0.0586531 8.1158063 0.0023854 0.0026204 0.0001184 0.0000317 0.0002171 0.0000012 0.0000010 0.0000009 0.0000076 0.0000144 0.0001570 0.0001351 0.0000354 0.0000043 0.0000002 0.0000002 0.0000002 0.0000012 0.0000007 0.0000003 0.0000001 0.0000001 0.0000001 0.0000007 0.0000001 0.0000001 0.0000001 0.0000244 0.0000005 0.0000003 0.0000002 0.0005333 0.0000150 0.0000050 0.0000037 0.0270307 0.0131428 0.0113892 0.0113764 0.0005002 0.0000625 0.0000137 0.0000050
C43   0.0001906 0.0005324 0.0014482 0.0057107 0.0210806 0.4412268 0.0467921 0.0029958 0.0011617 0.0000634 0.0000653 0.0000128 0.0000007 0.0000004 0.0000013 0.0001091 0.0000311 0.0000030 0.0000014 0.0000003 0.0000001 0.0000005 0.0000028 0.0000015 0.0000002 0.0000001 0.0000011 0.0000141 0.0000034 0.0000007 0.0000002 0.0000019 0.0211776 0.0119905 0.0004059 0.0000720 0.0008636 0.4528846 0.0340201 0.0036793 0.0005131 0.0023854 3.5701818 0.4087299 0.0113214 0.0042100 0.0198497 0.0000601 0.0000184 0.0000129 0.0016292 0.0038661 0.0152263 0.0002270 0.0000448 0.0000414 0.0000001 0.0000001 0.0000001 0.0001080 0.0000054 0.0000015 0.0000000 0.0000000 0.0000001 0.0000028 0.0000000 0.0000001 0.0000001 0.0000059 0.0000001 0.0000001 0.0000001 0.0038788 0.0000143 0.0000080 0.0000213 0.0161137 0.0002406 0.0000650 0.0000320 0.4210639 0.0003290 0.0005279 0.0004768
O44   0.0000464 0.0001879 0.0005335 0.0019901 0.0139082 0.0327105 0.0079972 0.0003780 0.0001726 0.0000089 0.0000213 0.0000048 0.0000003 0.0000003 0.0000016 0.0000235 0.0000083 0.0000010 0.0000006 0.0000002 0.0000001 0.0000007 0.0000010 0.0000007 0.0000001 0.0000001 0.0000012 0.0000028 0.0000010 0.0000003 0.0000002 0.0000028 0.0047235 0.0015394 0.0000869 0.0000162 0.0002008 0.0328223 0.0187878 0.0015879 0.0001506 0.0026204 0.4087299 7.8534017 0.4414345 0.0348119 0.1296750 0.0000076 0.0000072 0.0000192 0.0174881 0.0010425 0.0023330 0.0001192 0.0000148 0.0000153 0.0000001 0.0000002 0.0000002 0.0000259 0.0000029 0.0000004 0.0000001 0.0000001 0.0000001 0.0000013 0.0000001 0.0000001 0.0000001 0.0000015 0.0000002 0.0000001 0.0000001 0.0009398 0.0000093 0.0000030 0.0000125 0.0027466 0.0001004 0.0000186 0.0000238 0.0281583 0.0060530 0.0046498 0.0047204
C45   0.0000080 0.0000346 0.0000551 0.0002602 0.0014856 0.0036725 0.0011727 0.0000514 0.0000213 0.0000015 0.0000031 0.0000008 0.0000000 0.0000000 0.0000002 0.0000040 0.0000014 0.0000001 0.0000001 0.0000000 0.0000000 0.0000002 0.0000002 0.0000001 0.0000000 0.0000000 0.0000002 0.0000006 0.0000002 0.0000001 0.0000000 0.0000004 0.0006038 0.0001335 0.0000161 0.0000033 0.0000310 0.0038177 0.0013985 0.0000882 0.0000441 0.0001184 0.0113214 0.4414345 2.9507658 0.4851932 0.6802576 0.0000015 0.0000007 0.0000039 0.0019938 0.0005696 0.0001387 0.0000134 0.0000021 0.0000021 0.0000000 0.0000000 0.0000000 0.0000043 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000003 0.0000000 0.0000000 0.0000000 0.0001957 0.0000059 0.0000003 0.0000026 0.0001137 0.0000328 0.0000080 0.0000073 0.0024808 0.0184570 0.0240106 0.0259331
C46   0.0000008 0.0000039 0.0000122 0.0000556 0.0001716 0.0004679 0.0003148 0.0000178 0.0000051 0.0000003 0.0000012 0.0000004 0.0000000 0.0000000 0.0000001 0.0000012 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000002 0.0001992 0.0000280 0.0000034 0.0000015 0.0000085 0.0005342 0.0001286 0.0000357 0.0000495 0.0000317 0.0042100 0.0348119 0.4851932 3.9925411 0.0598780 0.0000001 0.0000002 0.0000005 0.0004644 0.0000739 0.0000144 0.0000062 0.0000009 0.0000007 0.0000000 0.0000000 0.0000000 0.0000011 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000513 0.0000026 0.0000002 0.0000011 0.0000198 0.0001011 0.0000038 0.0000073 0.0004961 0.4764268 0.4664015 0.4637776
O47   0.0000226 0.0000603 0.0000936 0.0003491 0.0023598 0.0022796 0.0008228 0.0000391 0.0000558 0.0000037 0.0000037 0.0000019 0.0000003 0.0000001 0.0000009 0.0000075 0.0000021 0.0000004 0.0000007 0.0000002 0.0000001 0.0000006 0.0000003 0.0000005 0.0000001 0.0000001 0.0000009 0.0000007 0.0000005 0.0000001 0.0000001 0.0000012 0.0004770 0.0005447 0.0000199 0.0000531 0.0000449 0.0022122 0.0019295 0.0000940 0.0000284 0.0002171 0.0198497 0.1296750 0.6802576 0.0598780 8.1136072 0.0000031 0.0000017 0.0000047 0.0011809 0.0038124 0.0004705 0.0000143 0.0000023 0.0000026 0.0000001 0.0000001 0.0000001 0.0000046 0.0000011 0.0000002 0.0000000 0.0000001 0.0000001 0.0000003 0.0000000 0.0000001 0.0000001 0.0000006 0.0000000 0.0000001 0.0000000 0.0001182 0.0000729 0.0000071 0.0000288 0.0005407 0.0000184 0.0000219 0.0000044 0.0244475 0.0105560 0.0131764 0.0139045
H48   0.4629169 0.0223794 0.0111444 0.0043101 0.0004444 0.0001583 0.0000297 0.0000036 0.0000444 0.0000317 0.0000121 0.0000061 0.0000003 0.0000001 0.0000013 0.0005192 0.0017850 0.0027068 0.0006496 0.0000395 0.0000084 0.0000879 0.0004666 0.0001442 0.0000859 0.0000253 0.0010004 0.0000521 0.0000158 0.0000013 0.0000006 0.0000032 0.0000008 0.0000006 0.0000001 0.0000000 0.0000002 0.0000120 0.0000052 0.0000010 0.0000003 0.0000012 0.0000601 0.0000076 0.0000015 0.0000001 0.0000031 0.3866668 0.0160737 0.0160050 0.0001221 0.0000778 0.0000357 0.0000018 0.0000014 0.0000017 0.0000001 0.0000000 0.0000000 0.0031303 0.0002091 0.0049400 0.0000035 0.0000008 0.0000022 0.0006995 0.0000108 0.0000039 0.0000017 0.0000073 0.0000001 0.0000001 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000006 0.0000001 0.0000000 0.0000000 0.0000022 0.0000001 0.0000000 0.0000002
H49   0.4779865 0.0185820 0.0106617 0.0054560 0.0002462 0.0001010 0.0000196 0.0000019 0.0000043 0.0000012 0.0000005 0.0000007 0.0000001 0.0000000 0.0000002 0.0000157 0.0000459 0.0001056 0.0000423 0.0000024 0.0000008 0.0000232 0.0000096 0.0000040 0.0000013 0.0000005 0.0000294 0.0000014 0.0000009 0.0000002 0.0000001 0.0000008 0.0000005 0.0000008 0.0000002 0.0000001 0.0000004 0.0000040 0.0000020 0.0000003 0.0000002 0.0000010 0.0000184 0.0000072 0.0000007 0.0000002 0.0000017 0.0160737 0.4142058 0.0169672 0.0000607 0.0000545 0.0000764 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0001322 0.0000589 0.0002029 0.0000001 0.0000001 0.0000003 0.0000386 0.0000002 0.0000001 0.0000001 0.0000004 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000007 0.0000000 0.0000000 0.0000000 0.0000031 0.0000001 0.0000001 0.0000001
H50   0.4628366 0.0242600 0.0140531 0.0050142 0.0006115 0.0001305 0.0000246 0.0000028 0.0000128 0.0000015 0.0000007 0.0000010 0.0000001 0.0000000 0.0000003 0.0000429 0.0001208 0.0001250 0.0000201 0.0000019 0.0000004 0.0000053 0.0000114 0.0000059 0.0000024 0.0000009 0.0000240 0.0000010 0.0000011 0.0000002 0.0000001 0.0000006 0.0000005 0.0000010 0.0000001 0.0000001 0.0000003 0.0000013 0.0000011 0.0000003 0.0000001 0.0000009 0.0000129 0.0000192 0.0000039 0.0000005 0.0000047 0.0160050 0.0169672 0.3868472 0.0001688 0.0000745 0.0000798 0.0000007 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0003852 0.0000236 0.0002998 0.0000002 0.0000001 0.0000001 0.0000185 0.0000003 0.0000001 0.0000002 0.0000007 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000005 0.0000000 0.0000000 0.0000000 0.0000042 0.0000001 0.0000001 0.0000006
H51   0.0003876 0.0031117 0.0082231 0.0314356 0.4429498 0.0175103 0.0053933 0.0008974 0.0001781 0.0000173 0.0000163 0.0000030 0.0000008 0.0000001 0.0000007 0.0000090 0.0000079 0.0000020 0.0000006 0.0000001 0.0000000 0.0000003 0.0000020 0.0000008 0.0000001 0.0000000 0.0000008 0.0000020 0.0000010 0.0000002 0.0000001 0.0000004 0.0000460 0.0000167 0.0000014 0.0000003 0.0000026 0.0001209 0.0000784 0.0000041 0.0000014 0.0000076 0.0016292 0.0174881 0.0019938 0.0004644 0.0011809 0.0001221 0.0000607 0.0001688 0.3962694 0.0154107 0.0012219 0.0001951 0.0000017 0.0000129 0.0000000 0.0000001 0.0000000 0.0000407 0.0000047 0.0000016 0.0000000 0.0000000 0.0000000 0.0000047 0.0000000 0.0000000 0.0000000 0.0000006 0.0000000 0.0000000 0.0000000 0.0000152 0.0000002 0.0000001 0.0000002 0.0000227 0.0000006 0.0000002 0.0000002 0.0002078 0.0000705 0.0000784 0.0002116
H52   0.0005738 0.0042307 0.0014198 0.0306942 0.4482014 0.0176162 0.0058793 0.0002078 0.0003391 0.0000256 0.0000082 0.0000038 0.0000007 0.0000003 0.0000004 0.0000081 0.0000020 0.0000006 0.0000008 0.0000002 0.0000001 0.0000005 0.0000008 0.0000007 0.0000002 0.0000000 0.0000011 0.0000025 0.0000011 0.0000002 0.0000001 0.0000005 0.0000341 0.0000557 0.0000024 0.0000013 0.0000046 0.0004445 0.0000708 0.0000087 0.0000014 0.0000144 0.0038661 0.0010425 0.0005696 0.0000739 0.0038124 0.0000778 0.0000545 0.0000745 0.0154107 0.3978889 0.0049587 0.0000352 0.0000005 0.0000016 0.0000000 0.0000001 0.0000000 0.0000074 0.0000007 0.0000012 0.0000000 0.0000000 0.0000000 0.0000015 0.0000000 0.0000000 0.0000000 0.0000013 0.0000000 0.0000000 0.0000000 0.0000079 0.0000002 0.0000003 0.0000016 0.0002213 0.0000006 0.0000005 0.0000001 0.0026616 0.0000155 0.0000189 0.0000233
H53   0.0002678 0.0013384 0.0236538 0.0024096 0.0152688 0.4252527 0.0340668 0.0018017 0.0109410 0.0003457 0.0001411 0.0000379 0.0000069 0.0000033 0.0000029 0.0001249 0.0000717 0.0000093 0.0000037 0.0000005 0.0000002 0.0000006 0.0000113 0.0000037 0.0000006 0.0000001 0.0000013 0.0000418 0.0000075 0.0000011 0.0000003 0.0000020 0.0004384 0.0004988 0.0000250 0.0000052 0.0000257 0.0060287 0.0008254 0.0000498 0.0000084 0.0001570 0.0152263 0.0023330 0.0001387 0.0000144 0.0004705 0.0000357 0.0000764 0.0000798 0.0012219 0.0049587 0.3730492 0.0002097 0.0000042 0.0000097 0.0000001 0.0000005 0.0000004 0.0002244 0.0000018 0.0000017 0.0000000 0.0000001 0.0000000 0.0000114 0.0000000 0.0000000 0.0000000 0.0000375 0.0000001 0.0000001 0.0000001 0.0000313 0.0000015 0.0000007 0.0000043 0.0064974 0.0000020 0.0000028 0.0000008 0.0037613 0.0000074 0.0000019 0.0000088
